index,stt,id,name,link,files,folders,lastUpdate,isFile,linkFile
2.6.59.,95,14732,OMEPRAZOLE,https://drive.base.vn/thanhphong1110-drive/folder/14732,1,0,9/8/2023 14:51,FALSE,
2.6.59.1.,854,67992,OMEPRAZOLE.jpg,https://drive.base.vn/thanhphong1110-drive/folder/14732,0,0,9/8/2023 14:51,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/FLSVTDE6ZC/47f1d4a361d7f2faf42b806b48ddbece/SXDJ8LM4XM57UZTJ9966SGR6CLR2UF38DJTLHATC4HMEFSNXVFXABWYLTUHHZ8627GQYAHS6RSAUSWRT69USWE/dc/89/0d/be/cb/e793cb247f082baa123fe40fa73a96eb/omeprazole.jpg
2.6.60.,96,14728,NÚT CAO SU,https://drive.base.vn/thanhphong1110-drive/folder/14728,1,3,9/8/2023 14:50,FALSE,
2.6.60.1.,855,14731,06 2021,https://drive.base.vn/thanhphong1110-drive/folder/14731,1,0,9/8/2023 14:51,FALSE,
2.6.60.1.1.,2566,67991,21412053 BROMOBUTYL RUBBER STOPPER DOCS-1.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14731,0,0,9/8/2023 14:51,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/ZGEWUYGGAE/15ed918f18706a3e875688e87b0fdc89/GQCRK47F5H85XKPCU583UXQMSF5C85FAJEZN5Y9PUFB7LHFMWG88D5FFRQ2W9C3NAH92RKBL2C4PJWQS4WYA53/73/5b/ce/91/a1/11d844146b2d1560d15c9ededf6cca29/21412053_bromobutyl_rubber_stopper_docs_1.pdf
2.6.60.2.,856,14730,03 2021,https://drive.base.vn/thanhphong1110-drive/folder/14730,1,0,9/8/2023 14:50,FALSE,
2.6.60.2.1.,2567,67990,BROMOBUTYL RUBBER STOPPER DOCS 2 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/14730,0,0,9/8/2023 14:51,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/TZLD947QCQ/71e93049541c1c670049e3532705d757/RZYWZXCHDEYJ8RBWN9Z6PGHS8H56SDHYWEL9WRF92RL4FTM3T8Z3TNNR8U7DSN8ZNDRCGPXU4Z7G52PSUV2SH5/75/c6/44/0d/f3/74a03b5982800335ab039fc483a83650/bromobutyl_rubber_stopper_docs_2.pdf
2.6.60.3.,857,14729,02 2021,https://drive.base.vn/thanhphong1110-drive/folder/14729,1,0,9/8/2023 14:50,FALSE,
2.6.60.3.1.,2568,67989,COA nút cao su.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14729,0,0,9/8/2023 14:50,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/GSSSCQ4BVH/78a5e6e6cff9961c0dd4124d249f830d/TWZGSZHN93LZPPYY3QR7A3F4CJ8RZ8T8AQFLSNDBKAYMPRKV47PGAYRLEKJNUC5K3T7X7AQDUK64Y2SMCU6V4B/6f/c5/cd/a6/77/10b505cd7d7a5e475c55b50473323f56/coa_nut_cao_su.pdf
2.6.60.4.,858,67988,COA nút cao su.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14728,0,0,9/8/2023 14:50,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/ERQRR67LWR/27015563fa9abc9e36cb888ec8af1c6b/PRV5DXGGTWJ7X2AD9RNLTC8JGUT2CKNSQ788AXBBL2MSAH9C69K6FCGT7WZBAKWJA437356M7SNPM3PPZRQ82N/d0/47/93/d1/49/8d4c1f7171ae34fc7d8c188d7a10c430/coa_nut_cao_su.pdf
2.6.61.,97,14726,NIPAGIN M,https://drive.base.vn/thanhphong1110-drive/folder/14726,0,1,9/8/2023 14:50,FALSE,
2.6.61.1.,859,14727,10 2021,https://drive.base.vn/thanhphong1110-drive/folder/14727,1,0,9/8/2023 14:50,FALSE,
2.6.61.1.1.,2569,67987,NIPAGIN M.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14727,0,0,9/8/2023 14:50,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/ERJ2PMZANV/742303967e68fbff6ddde95cdaeb8816/YYVFVVZNUM7WAH4NBLSBWWKUMHC2ZJCTE335L7842TZ6MZ8QTPCN4K2P3GASY4GMHGKZPT2WTLYJNXB6D5VXNS/65/83/d8/23/1a/ecd2e963207bbee0c676456a26cc1078/nipagin_m.pdf
2.6.62.,98,14724,NICOTINAMIDE,https://drive.base.vn/thanhphong1110-drive/folder/14724,0,1,9/8/2023 14:49,FALSE,
2.6.62.1.,860,14725,12 2022,https://drive.base.vn/thanhphong1110-drive/folder/14725,1,0,9/8/2023 14:49,FALSE,
2.6.62.1.1.,2570,67986,coa_nmn221101.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14725,0,0,9/8/2023 14:49,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/UZJRBGY77K/dd70a014cb4b37cf86ba6abf13a375da/XHZM2WL2QLZRC24DPQF8P8J5CX8GVC2A68PLSLD842PKMJPX58848L7F2PXQ5Q3S8KCP3W43AP3D8APFGJ9ZJB/30/bf/64/98/eb/143bf6bbad1acbf2052b7455f499d0ed/coa_nmn221101.pdf
2.6.63.,99,14719,NEOLONE,https://drive.base.vn/thanhphong1110-drive/folder/14719,1,4,9/8/2023 14:48,FALSE,
2.6.63.1.,861,14723,12 2022,https://drive.base.vn/thanhphong1110-drive/folder/14723,1,0,9/8/2023 14:49,FALSE,
2.6.63.1.1.,2571,67985,COA NEOLONE 100- GA2.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14723,0,0,9/8/2023 14:49,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/MNJ9QWZJLQ/1cc17f7e244b0da0834e8320691fca8b/KSG7CPHW3LAK2577WK2GFTML9E3TEPS3GLQ5EUUWHPKDNBLCSS29B8J5L4K8PSBD3JXBJZRKKCRKQURSA7SYPG/3c/56/76/92/48/fb709b5f7681b416f20d5318d238383a/coa_neolone_100_ga2.pdf
2.6.63.2.,862,14722,02 2022,https://drive.base.vn/thanhphong1110-drive/folder/14722,1,0,9/8/2023 14:49,FALSE,
2.6.63.2.1.,2572,67984,COA- NEOLONE PH100-TGA2 2 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/14722,0,0,9/8/2023 14:49,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/MZWQHRA2MW/65e617e71ec22ee1a7d8cfa96ec5f998/UYV8C35NH4NGLAHFJLARWML2N9VCERNSJJ4GAZQJNRDKHKU5XUZGNK78CMDTPBMMTCAG4UNT2MXMR4QKTJ2JTD/65/7b/af/d1/29/db00c8f8b9cd3316f617242b2b051938/coa_neolone_ph100_tga2_2.pdf
2.6.63.3.,863,14721,05 2021,https://drive.base.vn/thanhphong1110-drive/folder/14721,1,0,9/8/2023 14:49,FALSE,
2.6.63.3.1.,2573,67983,FILE_20210512_084105_COA-NEOLONE PH 100-DGA2.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14721,0,0,9/8/2023 14:49,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/KQT5EVNGAD/8fe1ecd10335734aebd629ea2d4043e2/UWT4RGSU74T5FC4QAX5L849DRNCAKXWDPTJTG8YAMNN5KVNRQUAGQZQGTHSVQ4AJPE5JJJHK8DDLH5W57AHKJW/5f/f3/f5/e2/39/164f9c259ae6fe64fbf956e5b86cd1c2/file_20210512_084105_coa_neolone_ph_100_dga2.pdf
2.6.63.4.,864,14720,01 2021,https://drive.base.vn/thanhphong1110-drive/folder/14720,1,0,9/8/2023 14:48,FALSE,
2.6.63.4.1.,2574,67982,FILE_20210113_095152_COA-PH 100-GA2.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14720,0,0,9/8/2023 14:48,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/EDCMWLC57N/e9d7944b4a0abb6c84c3a52cb97e73d8/GJMP5NU89T43QXPWB729RMKC3L56EFE6XQDT2ZNNX59ZEZ43F5UL87WQU7Z4756LU33K67KFNTV7ZUUPXPXW7R/19/bd/a9/60/bc/88c5a8002f9bbcd4a4dbb0a1167c1a3d/file_20210113_095152_coa_ph_100_ga2.pdf
2.6.63.5.,865,67981,20200309_083055_COA PH 100-GA3.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14719,0,0,9/8/2023 14:48,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/KVLC3SNH93/4a4ad02515333b564f35f1bb756385d1/EUCP648MPE7DX8R4C9AVRWJHK55NT4YNK4YE4227YPVRNS7DQRQT5CLQKMT5TDSEFRZZ7AJSVFVNDGRGD7HDFD/de/4d/3e/63/0a/6606783fff9ec26016397328e2a3a6ee/20200309_083055_coa_ph_100_ga3.pdf
2.6.64.,100,14717,MSM,https://drive.base.vn/thanhphong1110-drive/folder/14717,1,1,9/8/2023 14:48,FALSE,
2.6.64.1.,866,14718,09 2021,https://drive.base.vn/thanhphong1110-drive/folder/14718,0,0,9/8/2023 14:48,FALSE,
2.6.64.1.1.,2575,67980,MSM_COA.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14718,0,0,9/8/2023 14:48,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/CMQ4V68MNR/6f2282ff55b8568323d3d8126fe16703/FTMXE46P5MAS9KXHRDYXK7B8EM48V7KQFK4E4XNADXU6G9WHZ2SQFC6Z6Q7Q42Q9Z9UR72FC7DFMWM7WLH8MD3/bd/ff/b2/ad/92/f19b7d1a635c4e790d404a2834762078/msm_coa.pdf
2.6.65.,101,14716,MONO,https://drive.base.vn/thanhphong1110-drive/folder/14716,1,0,9/8/2023 14:47,FALSE,
2.6.65.1.,867,67979,Vpharchem- CoA Ammonium Glycyrrhizinate.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14716,0,0,9/8/2023 14:47,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/JRF2GE9DLL/fc93908fb13f3f2691dac6c32523dd3f/RWWT4VZ5XMURGV279WX8CQMTEX4KVKWDR8UC3W9AAKX2VGWZFCP8267CKC9C7SS5ULNAX34SM4TQPLEGM7G3P6/f3/d2/2e/31/d4/bca5b7f9cd58f498036d7244ffc6c7bc/vpharchem_coa_ammonium_glycyrrhizinate.pdf
2.6.66.,102,14714,MIRENAT-G,https://drive.base.vn/thanhphong1110-drive/folder/14714,0,1,9/8/2023 14:47,FALSE,
2.6.66.1.,868,14715,13 06 2023,https://drive.base.vn/thanhphong1110-drive/folder/14715,1,0,9/8/2023 14:47,FALSE,
2.6.66.1.1.,2576,67978,Coa MIRENAT-G.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14715,0,0,9/8/2023 14:47,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/HUEHCRT76A/88ba9c2b566bd0d9bf25a7d62968b13d/ZEYNH7YJH6V63376CCZE76XHS62TVGKKRGAGQDLRKMFYCNGVYV2PKFYSJHJH29S8Y3DX2R48XSRV88EB8MF9RZ/6d/4e/3e/bd/1a/ee4658672af59d162fd341c207186887/coa_mirenat_g.pdf
2.6.67.,103,14705,MINOX L,https://drive.base.vn/thanhphong1110-drive/folder/14705,1,7,9/8/2023 14:45,FALSE,
2.6.67.1.,869,14713,02 2023,https://drive.base.vn/thanhphong1110-drive/folder/14713,1,0,9/8/2023 14:47,FALSE,
2.6.67.1.1.,2577,67977,COA- MINOX L- L 511.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14713,0,0,9/8/2023 14:47,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/MMQS9FTQUC/f8d5309f792055db8917b4b2eba84ce6/HEPNP9GD8ZHZPP5CVBVZ8SKKH9N2YJKDC2JKZLTMK6PY2HCPYX8MWX4GHBWK7LG4YCFLUMTQEZMT7ZW92PUG4G/d9/5a/8b/df/b0/909de0a5f29057bc98eaba78ce74f951/coa_minox_l_l_511.pdf
2.6.67.2.,870,14712,10 2022,https://drive.base.vn/thanhphong1110-drive/folder/14712,1,0,9/8/2023 14:46,FALSE,
2.6.67.2.1.,2578,67976,COA MINOX L 111 811 2 LOT.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14712,0,0,9/8/2023 14:46,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/VFZJZL8PJQ/888fa51bad5e5a3b22cae8ab3f3d1c49/QGLPZ7NCTPDDPRPDKJXHSL3Q6HUU96VF6VDAFBWTM4WUM28ND4GPG3MMDLWJM3TQU2RDN39DPL3CQNSDFY6EC9/bc/c6/a4/09/70/6bd6fd90366147c712f32cd9d2e69f4e/coa_minox_l_111811_2_lot.pdf
2.6.67.3.,871,14711,03 2022,https://drive.base.vn/thanhphong1110-drive/folder/14711,1,0,9/8/2023 14:46,FALSE,
2.6.67.3.1.,2579,67975,COA MINOX L 02 LOT 1.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14711,0,0,9/8/2023 14:46,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/DEZYM4VCHU/1faa44e421aa2d06aff1fc3c57aeced3/MKWGJLJ4DWEAQ7P2M7ZM9URPSU9KHEBJCG7V9XACZ9N5U98WX9CY3AVZ668ULCW3XN558RUJVT6W3TFT25PJA8/9a/7e/e9/78/78/3f1cbacb76e139cb33de49aeda75443f/coa_minox_l_02_lot_1.pdf
2.6.67.4.,872,14710,10 2021,https://drive.base.vn/thanhphong1110-drive/folder/14710,1,0,9/8/2023 14:46,FALSE,
2.6.67.4.1.,2580,67974,COA-MINOX L-211..pdf,https://drive.base.vn/thanhphong1110-drive/folder/14710,0,0,9/8/2023 14:46,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/UYFQ8FHGDK/17b61f4b71ad4b3e58b83c385b26774c/SNZVFNYXDD4BPP58UYLWP9MJUCTMZ8W8CQDP9XDS24PMFWNQMWJV3FWDZHJHJVAQBGB45RSFG6W7F2RKL73M5Y/c1/15/12/9c/9f/4bf87b3e23aa70cf93125c5839a01a83/coa_minox_l_211.pdf
2.6.67.5.,873,14709,05 2021,https://drive.base.vn/thanhphong1110-drive/folder/14709,1,0,9/8/2023 14:46,FALSE,
2.6.67.5.1.,2581,67973,COA MINOL -216.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14709,0,0,9/8/2023 14:46,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/KXFWLUJW2F/73fd9904d7a7883a3151bd06c3f5e6b6/FHF3K778PWKG6TC76Q45EE5QPTWQAWGTLTKJ2G8HNHQSATGDHK6PGV7B8CVK3CLTYTRU4LB3F5XCT9MZMEE6ZW/0d/ab/32/5a/f9/1528c894490416b9c7e9dbc5cd59e991/coa_minol_216.pdf
2.6.67.6.,874,14707,01 2021,https://drive.base.vn/thanhphong1110-drive/folder/14707,1,0,9/8/2023 14:45,FALSE,
2.6.67.6.1.,2582,67972,FILE_20210121_111559_COA-MINOX L-104.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14707,0,0,9/8/2023 14:45,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/WYTHH65PS9/97c0665ed242f54b7331e7e9c94b63fe/HJEZSYDVY9LCSNB8PUAXNRMZZWCCQ4AMZABK6BB3YQ9J9XH8CNRC8KN3KUPL6WFK2RAVZQCUL2SYKHUA7GAL2B/ff/c8/61/8f/26/e8d2c8e3f511d96d73e6b832afd47cd0/file_20210121_111559_coa_minox_l_104.pdf
2.6.67.7.,875,14706,12 2020,https://drive.base.vn/thanhphong1110-drive/folder/14706,1,0,9/8/2023 14:45,FALSE,
2.6.67.7.1.,2583,67971,FILE_20201124_155753_COA-MINOX L-804.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14706,0,0,9/8/2023 14:45,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/EZCCRAQHX5/30cb696345ee5af1b5003d1d9865ae0f/ZUXG89NLDWA36AEKVX7REJKSMBZN33REDGNXMPU8KHUHFEL7FT4QYCR92TZ4NNWPFNM5AM65DFLJSCQ6KG3V7Z/c6/d1/cd/a1/75/6af290fc98d056edf30bcd63c6b41e80/file_20201124_155753_coa_minox_l_804.pdf
2.6.67.8.,876,67970,COA MINOL -216.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14705,0,0,9/8/2023 14:45,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/WRHATQS5M4/911f0504f7ac07679082e513d36f8a4f/VYDN3T3RTX6DSB277EYNURNPGFXAUPY38JLGP93ZNBY95G4A3X9K5QAFZ4LTHTZVWXEYMHARL6VZ9CTHX96VWP/ea/df/cd/92/74/9fcde82baa2845c0ab09af33478ea37c/coa_minol_216.pdf
2.6.68.,104,14704,MGCO3,https://drive.base.vn/thanhphong1110-drive/folder/14704,1,0,9/8/2023 14:45,FALSE,
2.6.68.1.,877,67969,COA Magnesium Carbonate Light USP39 .pdf,https://drive.base.vn/thanhphong1110-drive/folder/14704,0,0,9/8/2023 14:45,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/ETQFARSA2W/12e4968273d2ae805008cf1f447860c5/DTY39NQZ7HJMACR5YZUH6LKGB75RPPGXRXXZQUGUAC4ADM6HMZHKBKRJEX5KGT7M4JQWFLUQAKGCH7FCJ2TBK7/7d/c3/39/b2/bb/c45b128a5f06f24ec43fef79c19e2e94/coa_magnesium_carbonate_light_usp39.pdf
2.6.69.,105,14702,METHYL SALICYLATE,https://drive.base.vn/thanhphong1110-drive/folder/14702,0,1,9/8/2023 14:44,FALSE,
2.6.69.1.,878,14703,02 2023,https://drive.base.vn/thanhphong1110-drive/folder/14703,1,0,9/8/2023 14:44,FALSE,
2.6.69.1.1.,2584,67968,Methyl salicylate.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14703,0,0,9/8/2023 14:44,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/LZH3XNNFAK/6fd386dceb24a761b0bce71b67577edc/JTXXVJ92WVF374FUKL2Y7C9FNYH3PHG6F4Q2RGEAJNFE26S5544WVC28Y3V3VZQTJQSHRZ89PX25DMD778D4F4/88/65/58/12/d2/bb22da89f7b06228f6185613f5449e79/methyl_salicylate.pdf
2.6.70.,106,14700,METHOCEL(TM) K15M PREMIUM CR HYDROXYPROPYL METHYL CELLULOSE,https://drive.base.vn/thanhphong1110-drive/folder/14700,0,1,9/8/2023 14:44,FALSE,
2.6.70.1.,879,14701,08 2023,https://drive.base.vn/thanhphong1110-drive/folder/14701,1,0,9/8/2023 14:44,FALSE,
2.6.70.1.1.,2585,67967,coa_methocel_k15m_premium_cr_id34709.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14701,0,0,9/8/2023 14:44,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/JYTGN3MC5L/aa313fed9e11f27c876f6a741a9ecfb7/XKVYKJHLZ8THHLVRC4QTW3VQBRNVL2EK3ZZBT2WHRPBHK83WJGBRHXQU3Z8QYFRNB3EN5JD7J7JUF5E94MKB78/7d/92/7b/79/7d/877a96f15a6d3151fbaef56a01ca2fbb/coa_methocel_k15m_premium_cr_id34709.pdf
2.6.71.,107,14698,METHOCEL(TM) E15 PREMIUM LV HYDROXYPROPYL METHYL CELLULOSE,https://drive.base.vn/thanhphong1110-drive/folder/14698,1,1,9/8/2023 14:43,FALSE,
2.6.71.1.,880,14699,08 2023,https://drive.base.vn/thanhphong1110-drive/folder/14699,0,0,9/8/2023 14:43,FALSE,
2.6.71.1.1.,2586,67966,coa_methocel_e15_premium_lv_id226827p.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14699,0,0,9/8/2023 14:43,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/JXGNL3GEPV/7a09393fc39ab225e0af4a89d6b64e1f/SJH5A68A6VX9DV76M6GTJ5X6KUWYK5Z2SK2HXE8BHQFRYLY68TJ7E4VV6BNRK8BFRZHWB64LBBUYD4W4NELXWD/c6/f2/f4/e5/54/5b12a4e2f2442dd206ccc20ecfddc3b7/coa_methocel_e15_premium_lv_id226827p.pdf
2.6.72.,108,14696,METHOCEL(TM) E6 PREMIUM LV HYDROXYPROPYL METHYLCELLULOSE,https://drive.base.vn/thanhphong1110-drive/folder/14696,0,1,9/8/2023 14:43,FALSE,
2.6.72.1.,881,14697,08 2023,https://drive.base.vn/thanhphong1110-drive/folder/14697,1,0,9/8/2023 14:43,FALSE,
2.6.72.1.1.,2587,67965,coa_methocel_e6_premium_lv_id34570p.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14697,0,0,9/8/2023 14:43,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/JUV2EYPZXP/037dfc33b93de2f52d694893c58e5e2f/QNRJ253WXTCF2SBVQCM4LXA6VJ35CFMYY6VFQFJ5PXLBGZXNK9UWM5WLCW3Y2UK9FHFY5QK8TWBDY95R7WG7LG/64/c5/e0/c4/7a/81a985452b555b0e7e45b5416872b2d2/coa_methocel_e6_premium_lv_id34570p.pdf
2.6.73.,109,14690,METHOCEL,https://drive.base.vn/thanhphong1110-drive/folder/14690,2,5,9/8/2023 14:41,FALSE,
2.6.73.1.,882,14695,05 2023,https://drive.base.vn/thanhphong1110-drive/folder/14695,1,0,9/8/2023 14:43,FALSE,
2.6.73.1.1.,2588,67964,COA Methocel E6 LV Premium.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14695,0,0,9/8/2023 14:43,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/XZY8CY44US/988fb2e6ae2999a72df53b48873351f2/HYL8AKEEPTWMKEJYCJ82F6EKYTWT5EV6LWQTJDXDGJULULK83Y7M2Q7EYMXJNESB6HTNT2MDT4F4SK8Z9P63KN/00/aa/45/81/cd/5ffb65890293a7c6a2c5a2b05b491646/coa_methocel_e6_lv_premium.pdf
2.6.73.2.,883,14694,12 2022,https://drive.base.vn/thanhphong1110-drive/folder/14694,0,0,9/8/2023 14:42,FALSE,
2.6.73.2.1.,2589,67963,vpharchem_coa_ethocel_k4m_premium_cr_hydroxyprop.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14694,0,0,9/8/2023 14:42,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/RFKM6M9JGE/6ccc10fa5920d0f2ef4cb89ee415ae04/ULY58DHEH2TQXFMJX5KQK4VSJ63MZ44UXGYSVGYF34Z7LNTSEC56GGQMRH8UUMZHBFRN8JGMFHRNT8YWJ2H66L/85/8a/28/e6/36/47ca5ff4e5bd03488f629023f2bb650a/vpharchem_coa_ethocel_k4m_premium_cr_hydroxyprop.pdf
2.6.73.2.2.,2590,67962,vpharchem_coa_ethocel_e15_premium_lv_hydroxyprop.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14694,0,0,9/8/2023 14:42,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/RFKM6M9JGE/6ccc10fa5920d0f2ef4cb89ee415ae04/EWCTEVW9GRN2QYYJMPTUUJRN2AQSARQJG4VNJH6JW526UHDXA6MXFJFRP6URZLM9RFLJW5MVSEF8WZ83B7RNVN/f5/30/d4/3b/94/9408d3e171506830a900b143929e9245/vpharchem_coa_ethocel_e15_premium_lv_hydroxyprop.pdf
2.6.73.3.,884,14693,09 2022,https://drive.base.vn/thanhphong1110-drive/folder/14693,2,0,9/8/2023 14:42,FALSE,
2.6.73.3.1.,2591,67961,VPHARCHEM_ COA METHOCEL E15 PREMIUM LV _ LOT KL01.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14693,0,0,9/8/2023 14:42,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/UGDNEFLEHV/4f269a366264834748340057859e5893/ZHLLN6BNT9UD346H4C6Q968VGGEQCS89QKQVA2DSQB3N7JH9RATMY65PWJ8R5BUMH2FF9D6TFGN92YZYQG75AG/41/29/ae/8b/ae/651e5c9240772039126a19c94a74531f/vpharchem_coa_methocel_e15_premium_lv_lot_kl01.pdf
2.6.73.3.2.,2592,67960,VPHARCHEM_ COA METHOCEL K15M CR_ LOT 96001.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14693,0,0,9/8/2023 14:42,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/UGDNEFLEHV/4f269a366264834748340057859e5893/EDSTPPER3HZLMQ2G94AB5NBCAKM249H9WFB59KE8WZUJ6AYGQ5XN8XL96SRPZ3NZ7WP5Z4UFE8HS6EZUYZLM63/a6/07/8d/8d/66/ec0b7259f4e793caa83a5b344e51a5e3/vpharchem_coa_methocel_k15m_cr_lot_96001.pdf
2.6.73.4.,885,14692,03 2022,https://drive.base.vn/thanhphong1110-drive/folder/14692,2,0,9/8/2023 14:41,FALSE,
2.6.73.4.1.,2593,67959,VPHARCHEM_COA METHOCEL E6 PREMIUM LV_ LOT D011KAGL01.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14692,0,0,9/8/2023 14:41,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/VLPVUGGMX9/d362d9fb6a5e7f02b4b3ebffbddfcbb8/CDLBGV9SEVX96Y8NP7JRW3KUKGJJ9DJYXJN8EYUN4PYELA2TPV3QKB7TK6L73FS29JCZEYYFPEGCPFZMJ6B5AX/4b/e1/d3/51/29/928c6c69b2a2c116c84e656d58e3e785/vpharchem_coa_methocel_e6_premium_lv_lot_d011kag.pdf
2.6.73.4.2.,2594,67958,VPHARCHEM_COA METHOCEL K100 PREMIUM LV_ LOT D180L3M021.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14692,0,0,9/8/2023 14:41,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/VLPVUGGMX9/d362d9fb6a5e7f02b4b3ebffbddfcbb8/MKL3WH9XPHT9N6H369BZ5HKC3Y8LXFMT8AWULWHPB6DETW5JHVJ9CU45J83EP2XLJVGBN9JUSLDLAT2TX6EAGY/90/9e/2b/d8/d8/71bafc307096e137c3a8044332ef9fd6/vpharchem_coa_methocel_k100_premium_lv_lot_d180l.pdf
2.6.73.5.,886,14691,08 2021,https://drive.base.vn/thanhphong1110-drive/folder/14691,1,0,9/8/2023 14:41,FALSE,
2.6.73.5.1.,2595,67957,VPHARCHEM_ COA METHOCEL K100 LV DC2- LOT D180L3D021.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14691,0,0,9/8/2023 14:41,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/NSEF97EZND/713a074641caf0415eef50c13e563569/GWUEM37TEN8QVPVLSFE73DYF9V6RRD3ELJJNTE5WZXA7THRVMUWXMS7RWVGZKGJYTD9RWQXGPK6Y2KNVDFBKKN/b2/6e/73/3b/10/4d4cb49c88e9c10cee6502b79c0c7d0e/vpharchem_coa_methocel_k100_lv_dc2_lot_d180l3d02.pdf
2.6.74.,110,14688,METFORMIN HYDROCHLORIDE,https://drive.base.vn/thanhphong1110-drive/folder/14688,0,1,9/8/2023 14:41,FALSE,
2.6.74.1.,887,14689,03 2023,https://drive.base.vn/thanhphong1110-drive/folder/14689,1,0,9/8/2023 14:41,FALSE,
2.6.74.1.1.,2596,67956,metformin hydrochloride.pdf,https://drive.base.vn/thanhphong1110-drive/folder/14689,0,0,9/8/2023 14:41,TRUE,https://data-gcdn.basecdn.net/202308/sys5573/drive/09/14/LJCQ6DULYG/33efe61753311edd92f56aa0ae716fa5/RNZ7Q3EN4B8DWPS6NASSKT5732BB232HSJSK9PNS78T5ZKYAD7PGAQAXCCCRPJU3EKJ9N4FRVK7GG326CH43QZ/23/c9/1b/78/f3/fb6577c4a624f8cf49ac92c855c9a7fc/metformin_hydrochloride.pdf
